Region,fiscal_quarter,q_target,depth,level,node_id,parent,is_leaf,cascaded_quota,base_quota,hedge_buffer,overassignment_pct,share_of_parent
APAC,1,13000000.0,0,Global,Global_Corp,,False,13000000.0,13000000.0,0.0,0.0,1.0
APAC,1,13000000.0,1,Region,APAC,Global_Corp,False,13000000.0,13000000.0,0.0,0.0,1.0
APAC,1,13000000.0,2,RVP,RVP_APAC_1,APAC,False,13000000.0,13000000.0,0.0,0.0,1.0
APAC,1,13000000.0,3,Director,Dir_RVP_APAC_1_1,RVP_APAC_1,False,5045299.56,5045299.56,0.0,0.0,0.3881
APAC,1,13000000.0,3,Director,Dir_RVP_APAC_1_2,RVP_APAC_1,False,3589389.52,3589389.52,0.0,0.0,0.276107
APAC,1,13000000.0,3,Director,Dir_RVP_APAC_1_3,RVP_APAC_1,False,4365310.93,4365310.93,0.0,0.0,0.335793
APAC,1,13000000.0,4,Manager,Mgr_Dir_RVP_APAC_1_1_1,Dir_RVP_APAC_1_1,False,1406031.96,1339078.06,66953.9,0.05,0.265411
APAC,1,13000000.0,4,Manager,Mgr_Dir_RVP_APAC_1_1_2,Dir_RVP_APAC_1_1,False,1938380.23,1846076.4,92303.82,0.05,0.3659
APAC,1,13000000.0,4,Manager,Mgr_Dir_RVP_APAC_1_1_3,Dir_RVP_APAC_1_1,False,1953152.35,1860145.09,93007.25,0.05,0.368689
APAC,1,13000000.0,4,Manager,Mgr_Dir_RVP_APAC_1_2_1,Dir_RVP_APAC_1_2,False,2122398.14,2021331.56,101066.58,0.05,0.563141
APAC,1,13000000.0,4,Manager,Mgr_Dir_RVP_APAC_1_2_2,Dir_RVP_APAC_1_2,False,1646460.85,1568057.95,78402.9,0.05,0.436859
APAC,1,13000000.0,4,Manager,Mgr_Dir_RVP_APAC_1_3_1,Dir_RVP_APAC_1_3,False,1433421.57,1365163.4,68258.17,0.05,0.31273
APAC,1,13000000.0,4,Manager,Mgr_Dir_RVP_APAC_1_3_2,Dir_RVP_APAC_1_3,False,685611.77,652963.59,32648.18,0.05,0.14958
APAC,1,13000000.0,4,Manager,Mgr_Dir_RVP_APAC_1_3_3,Dir_RVP_APAC_1_3,False,1061335.94,1010796.14,50539.81,0.05,0.231552
APAC,1,13000000.0,4,Manager,Mgr_Dir_RVP_APAC_1_3_4,Dir_RVP_APAC_1_3,False,1403207.19,1336387.8,66819.39,0.05,0.306138
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_1,Mgr_Dir_RVP_APAC_1_1_1,True,314145.5,271987.44,42158.05,0.155,0.203115
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_2,Mgr_Dir_RVP_APAC_1_1_1,True,365952.47,316841.97,49110.5,0.155,0.236612
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_3,Mgr_Dir_RVP_APAC_1_1_1,True,283896.56,245797.89,38098.67,0.155,0.183558
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_4,Mgr_Dir_RVP_APAC_1_1_1,True,582640.63,504450.76,78189.87,0.155,0.376715
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_1,Mgr_Dir_RVP_APAC_1_1_2,True,361233.86,312756.59,48477.27,0.155,0.169417
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_2,Mgr_Dir_RVP_APAC_1_1_2,True,459830.32,398121.49,61708.83,0.155,0.215658
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_3,Mgr_Dir_RVP_APAC_1_1_2,True,320742.29,277698.95,43043.34,0.155,0.150427
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_4,Mgr_Dir_RVP_APAC_1_1_2,True,282303.97,244419.02,37884.95,0.155,0.132399
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_5,Mgr_Dir_RVP_APAC_1_1_2,True,355369.71,307679.4,47690.31,0.155,0.166667
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_6,Mgr_Dir_RVP_APAC_1_1_2,True,352738.1,305400.95,47337.15,0.155,0.165432
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_1,Mgr_Dir_RVP_APAC_1_1_3,True,316465.23,273995.87,42469.36,0.155,0.147298
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_2,Mgr_Dir_RVP_APAC_1_1_3,True,450559.58,390094.87,60464.71,0.155,0.209712
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_3,Mgr_Dir_RVP_APAC_1_1_3,True,275669.91,238675.25,36994.66,0.155,0.12831
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_4,Mgr_Dir_RVP_APAC_1_1_3,True,467208.33,404509.38,62698.95,0.155,0.217461
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_5,Mgr_Dir_RVP_APAC_1_1_3,True,413900.3,358355.24,55545.06,0.155,0.192649
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_6,Mgr_Dir_RVP_APAC_1_1_3,True,224664.23,194514.49,30149.75,0.155,0.10457
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_1,Mgr_Dir_RVP_APAC_1_2_1,True,445838.2,386007.1,59831.1,0.155,0.190967
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_2,Mgr_Dir_RVP_APAC_1_2_1,True,274351.62,237533.87,36817.75,0.155,0.117514
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_3,Mgr_Dir_RVP_APAC_1_2_1,True,507198.81,439133.17,68065.64,0.155,0.217249
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_4,Mgr_Dir_RVP_APAC_1_2_1,True,389106.33,336888.59,52217.73,0.155,0.166667
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_5,Mgr_Dir_RVP_APAC_1_2_1,True,389106.33,336888.59,52217.73,0.155,0.166667
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_6,Mgr_Dir_RVP_APAC_1_2_1,True,329036.68,284880.24,44156.44,0.155,0.140937
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_1,Mgr_Dir_RVP_APAC_1_2_2,True,449183.88,388903.79,60280.09,0.155,0.248016
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_2,Mgr_Dir_RVP_APAC_1_2_2,True,237777.7,205868.14,31909.56,0.155,0.131289
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_3,Mgr_Dir_RVP_APAC_1_2_2,True,438095.4,379303.37,58792.02,0.155,0.241894
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_4,Mgr_Dir_RVP_APAC_1_2_2,True,323828.57,280371.06,43457.51,0.155,0.178801
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_5,Mgr_Dir_RVP_APAC_1_2_2,True,362221.39,313611.59,48609.8,0.155,0.2
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_1,Mgr_Dir_RVP_APAC_1_3_1,True,163072.67,141188.46,21884.21,0.155,0.103422
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_2,Mgr_Dir_RVP_APAC_1_3_1,True,235682.56,204054.16,31628.39,0.155,0.149472
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_3,Mgr_Dir_RVP_APAC_1_3_1,True,241604.01,209180.96,32423.05,0.155,0.153228
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_4,Mgr_Dir_RVP_APAC_1_3_1,True,174920.98,151446.74,23474.24,0.155,0.110937
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_5,Mgr_Dir_RVP_APAC_1_3_1,True,246603.96,213509.92,33094.04,0.155,0.156399
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_6,Mgr_Dir_RVP_APAC_1_3_1,True,225251.96,195023.34,30228.62,0.155,0.142857
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_7,Mgr_Dir_RVP_APAC_1_3_1,True,289627.59,250759.82,38867.77,0.155,0.183685
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_1,Mgr_Dir_RVP_APAC_1_3_2,True,189731.28,164269.51,25461.77,0.155,0.251575
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_2,Mgr_Dir_RVP_APAC_1_3_2,True,193736.66,167737.37,25999.29,0.155,0.256886
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_3,Mgr_Dir_RVP_APAC_1_3_2,True,182161.76,157715.81,24445.95,0.155,0.241538
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_4,Mgr_Dir_RVP_APAC_1_3_2,True,188543.24,163240.9,25302.34,0.155,0.25
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_1,Mgr_Dir_RVP_APAC_1_3_3,True,389844.56,337527.76,52316.8,0.155,0.333923
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_2,Mgr_Dir_RVP_APAC_1_3_3,True,291867.38,252699.03,39168.35,0.155,0.25
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_3,Mgr_Dir_RVP_APAC_1_3_3,True,314922.99,272660.6,42262.39,0.155,0.269748
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_4,Mgr_Dir_RVP_APAC_1_3_3,True,170834.6,147908.74,22925.86,0.155,0.146329
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_1,Mgr_Dir_RVP_APAC_1_3_4,True,300093.0,259820.78,40272.22,0.155,0.19442
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_2,Mgr_Dir_RVP_APAC_1_3_4,True,201689.44,174622.89,27066.55,0.155,0.130668
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_3,Mgr_Dir_RVP_APAC_1_3_4,True,376897.97,326318.59,50579.38,0.155,0.24418
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_4,Mgr_Dir_RVP_APAC_1_3_4,True,528404.92,457493.44,70911.48,0.155,0.342336
APAC,1,13000000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_5,Mgr_Dir_RVP_APAC_1_3_4,True,136442.59,118132.11,18310.48,0.155,0.088397
APAC,2,14300000.0,0,Global,Global_Corp,,False,14300000.0,14300000.0,0.0,0.0,1.0
APAC,2,14300000.0,1,Region,APAC,Global_Corp,False,14300000.0,14300000.0,0.0,0.0,1.0
APAC,2,14300000.0,2,RVP,RVP_APAC_1,APAC,False,14300000.0,14300000.0,0.0,0.0,1.0
APAC,2,14300000.0,3,Director,Dir_RVP_APAC_1_1,RVP_APAC_1,False,5549829.51,5549829.51,0.0,0.0,0.3881
APAC,2,14300000.0,3,Director,Dir_RVP_APAC_1_2,RVP_APAC_1,False,3948328.47,3948328.47,0.0,0.0,0.276107
APAC,2,14300000.0,3,Director,Dir_RVP_APAC_1_3,RVP_APAC_1,False,4801842.02,4801842.02,0.0,0.0,0.335793
APAC,2,14300000.0,4,Manager,Mgr_Dir_RVP_APAC_1_1_1,Dir_RVP_APAC_1_1,False,1546635.16,1472985.86,73649.29,0.05,0.265411
APAC,2,14300000.0,4,Manager,Mgr_Dir_RVP_APAC_1_1_2,Dir_RVP_APAC_1_1,False,2132218.25,2030684.05,101534.2,0.05,0.3659
APAC,2,14300000.0,4,Manager,Mgr_Dir_RVP_APAC_1_1_3,Dir_RVP_APAC_1_1,False,2148467.58,2046159.6,102307.98,0.05,0.368689
APAC,2,14300000.0,4,Manager,Mgr_Dir_RVP_APAC_1_2_1,Dir_RVP_APAC_1_2,False,2334637.96,2223464.72,111173.24,0.05,0.563141
APAC,2,14300000.0,4,Manager,Mgr_Dir_RVP_APAC_1_2_2,Dir_RVP_APAC_1_2,False,1811106.93,1724863.75,86243.19,0.05,0.436859
APAC,2,14300000.0,4,Manager,Mgr_Dir_RVP_APAC_1_3_1,Dir_RVP_APAC_1_3,False,1576763.72,1501679.74,75083.99,0.05,0.31273
APAC,2,14300000.0,4,Manager,Mgr_Dir_RVP_APAC_1_3_2,Dir_RVP_APAC_1_3,False,754172.95,718259.95,35913.0,0.05,0.14958
APAC,2,14300000.0,4,Manager,Mgr_Dir_RVP_APAC_1_3_3,Dir_RVP_APAC_1_3,False,1167469.54,1111875.75,55593.79,0.05,0.231552
APAC,2,14300000.0,4,Manager,Mgr_Dir_RVP_APAC_1_3_4,Dir_RVP_APAC_1_3,False,1543527.91,1470026.58,73501.33,0.05,0.306138
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_1,Mgr_Dir_RVP_APAC_1_1_1,True,345560.05,299186.19,46373.86,0.155,0.203115
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_2,Mgr_Dir_RVP_APAC_1_1_1,True,402547.72,348526.16,54021.56,0.155,0.236612
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_3,Mgr_Dir_RVP_APAC_1_1_1,True,312286.22,270377.68,41908.54,0.155,0.183558
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_4,Mgr_Dir_RVP_APAC_1_1_1,True,640904.69,554895.83,86008.85,0.155,0.376715
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_1,Mgr_Dir_RVP_APAC_1_1_2,True,397357.24,344032.24,53325.0,0.155,0.169417
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_2,Mgr_Dir_RVP_APAC_1_1_2,True,505813.35,437933.64,67879.71,0.155,0.215658
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_3,Mgr_Dir_RVP_APAC_1_1_2,True,352816.52,305468.85,47347.67,0.155,0.150427
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_4,Mgr_Dir_RVP_APAC_1_1_2,True,310534.37,268860.92,41673.44,0.155,0.132399
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_5,Mgr_Dir_RVP_APAC_1_1_2,True,390906.68,338447.34,52459.34,0.155,0.166667
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_6,Mgr_Dir_RVP_APAC_1_1_2,True,388011.91,335941.05,52070.86,0.155,0.165432
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_1,Mgr_Dir_RVP_APAC_1_1_3,True,348111.75,301395.46,46716.3,0.155,0.147298
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_2,Mgr_Dir_RVP_APAC_1_1_3,True,495615.53,429104.36,66511.18,0.155,0.209712
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_3,Mgr_Dir_RVP_APAC_1_1_3,True,303236.9,262542.77,40694.13,0.155,0.12831
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_4,Mgr_Dir_RVP_APAC_1_1_3,True,513929.16,444960.32,68968.85,0.155,0.217461
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_5,Mgr_Dir_RVP_APAC_1_1_3,True,455290.34,394190.77,61099.57,0.155,0.192649
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_6,Mgr_Dir_RVP_APAC_1_1_3,True,247130.65,213965.93,33164.72,0.155,0.10457
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_1,Mgr_Dir_RVP_APAC_1_2_1,True,490422.02,424607.81,65814.21,0.155,0.190967
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_2,Mgr_Dir_RVP_APAC_1_2_1,True,301786.78,261287.26,40499.52,0.155,0.117514
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_3,Mgr_Dir_RVP_APAC_1_2_1,True,557918.69,483046.48,74872.2,0.155,0.217249
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_4,Mgr_Dir_RVP_APAC_1_2_1,True,428016.96,370577.45,57439.51,0.155,0.166667
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_5,Mgr_Dir_RVP_APAC_1_2_1,True,428016.96,370577.45,57439.51,0.155,0.166667
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_6,Mgr_Dir_RVP_APAC_1_2_1,True,361940.35,313368.27,48572.08,0.155,0.140937
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_1,Mgr_Dir_RVP_APAC_1_2_2,True,494102.27,427794.17,66308.1,0.155,0.248016
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_2,Mgr_Dir_RVP_APAC_1_2_2,True,261555.47,226454.95,35100.52,0.155,0.131289
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_3,Mgr_Dir_RVP_APAC_1_2_2,True,481904.94,417233.71,64671.23,0.155,0.241894
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_4,Mgr_Dir_RVP_APAC_1_2_2,True,356211.43,308408.16,47803.27,0.155,0.178801
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_5,Mgr_Dir_RVP_APAC_1_2_2,True,398443.53,344972.75,53470.78,0.155,0.2
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_1,Mgr_Dir_RVP_APAC_1_3_1,True,179379.93,155307.3,24072.63,0.155,0.103422
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_2,Mgr_Dir_RVP_APAC_1_3_1,True,259250.81,224459.58,34791.23,0.155,0.149472
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_3,Mgr_Dir_RVP_APAC_1_3_1,True,265764.41,230099.06,35665.35,0.155,0.153228
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_4,Mgr_Dir_RVP_APAC_1_3_1,True,192413.08,166591.41,25821.67,0.155,0.110937
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_5,Mgr_Dir_RVP_APAC_1_3_1,True,271264.35,234860.91,36403.44,0.155,0.156399
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_6,Mgr_Dir_RVP_APAC_1_3_1,True,247777.16,214525.68,33251.48,0.155,0.142857
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_7,Mgr_Dir_RVP_APAC_1_3_1,True,318590.35,275835.8,42754.55,0.155,0.183685
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_1,Mgr_Dir_RVP_APAC_1_3_2,True,208704.41,180696.46,28007.95,0.155,0.251575
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_2,Mgr_Dir_RVP_APAC_1_3_2,True,213110.33,184511.11,28599.22,0.155,0.256886
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_3,Mgr_Dir_RVP_APAC_1_3_2,True,200377.94,173487.39,26890.55,0.155,0.241538
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_4,Mgr_Dir_RVP_APAC_1_3_2,True,207397.56,179564.99,27832.57,0.155,0.25
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_1,Mgr_Dir_RVP_APAC_1_3_3,True,428829.02,371280.54,57548.48,0.155,0.333923
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_2,Mgr_Dir_RVP_APAC_1_3_3,True,321054.12,277968.94,43085.19,0.155,0.25
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_3,Mgr_Dir_RVP_APAC_1_3_3,True,346415.29,299926.66,46488.63,0.155,0.269748
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_4,Mgr_Dir_RVP_APAC_1_3_3,True,187918.06,162699.62,25218.44,0.155,0.146329
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_1,Mgr_Dir_RVP_APAC_1_3_4,True,330102.3,285802.85,44299.44,0.155,0.19442
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_2,Mgr_Dir_RVP_APAC_1_3_4,True,221858.38,192085.18,29773.2,0.155,0.130668
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_3,Mgr_Dir_RVP_APAC_1_3_4,True,414587.77,358950.45,55637.32,0.155,0.24418
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_4,Mgr_Dir_RVP_APAC_1_3_4,True,581245.42,503242.78,78002.63,0.155,0.342336
APAC,2,14300000.0,5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_5,Mgr_Dir_RVP_APAC_1_3_4,True,150086.84,129945.32,20141.52,0.155,0.088397
